Wall time,Step,Value
1715804797.535913,1,2.1927740573883057
1715804816.177964,2,1.535138487815857
1715804834.745669,3,1.2825431823730469
1715804853.4197102,4,1.1021326780319214
1715804872.037244,5,0.9987082481384277
1715804890.8539073,6,0.915791928768158
1715804909.6700273,7,0.8687275052070618
1715804928.6801863,8,0.8207001686096191
1715804947.528363,9,0.7689692974090576
1715804966.3114648,10,0.7543988823890686
1715804985.1095428,11,0.7356792092323303
1715805003.6768997,12,0.7520604133605957
1715805022.5541973,13,0.755806565284729
1715805041.4980006,14,0.7306094169616699
1715805060.527226,15,0.7125019431114197
1715805079.4902468,16,0.7165114283561707
