Wall time,Step,Value
1715808529.2713525,1,1.4505730867385864
1715808552.4338458,2,1.1351730823516846
1715808575.7845912,3,0.993463397026062
1715808598.9195745,4,0.9274258613586426
1715808621.8289993,5,0.8291115164756775
1715808645.157908,6,1.1040629148483276
1715808668.0890455,7,0.6803250312805176
1715808691.0245473,8,0.6367262601852417
1715808714.2963219,9,0.6071872115135193
1715808737.5247421,10,0.49885648488998413
1715808761.1149006,11,0.4940047264099121
1715808784.592682,12,0.5852192640304565
1715808807.998256,13,0.4585740864276886
1715808831.3486032,14,0.38985493779182434
1715808854.3051064,15,0.3761031925678253
1715808877.5631173,16,0.3366098999977112
1715808900.5832577,17,0.28607362508773804
1715808923.7814665,18,0.2803953289985657
1715808946.8948014,19,0.2502361238002777
1715808969.870745,20,0.24172213673591614
1715808993.3132126,21,0.21476995944976807
1715809016.3350732,22,0.2837040424346924
1715809039.2564647,23,0.41845768690109253
1715809062.5285509,24,0.38623255491256714
1715809085.6097305,25,0.3323494493961334
1715809108.991922,26,0.22565875947475433
1715809132.455763,27,0.2474438101053238
1715809155.456447,28,0.09477365016937256
1715809178.676201,29,0.08624982088804245
1715809201.5561526,30,0.09984342008829117
1715809224.505692,31,0.07155099511146545
1715809247.4176483,32,0.06718648970127106
1715809271.203151,33,0.05797162652015686
1715809294.397164,34,0.054543931037187576
1715809317.713841,35,0.07172489166259766
1715809340.6493986,36,0.07172396779060364
1715809363.9575562,37,0.07021678984165192
1715809386.9774482,38,0.08510856330394745
1715809410.0484946,39,0.05683424696326256
1715809433.176254,40,0.07389292865991592
1715809456.1361253,41,0.06429005414247513
1715809479.15543,42,0.07742975652217865
1715809502.2871218,43,0.07324596494436264
1715809525.7072706,44,0.06489407271146774
1715809549.2307045,45,0.06510668992996216
1715809572.2721205,46,0.057007841765880585
1715809595.5915115,47,0.07261288911104202
1715809618.7031987,48,0.0963912084698677
1715809641.9243534,49,0.06107204034924507
1715809665.1566162,50,0.0828200951218605
1715809688.0097883,51,0.0815715342760086
1715809711.1794307,52,0.08536843210458755
1715809734.5889318,53,0.07513204216957092
1715809757.838443,54,0.07932926714420319
1715809780.94807,55,0.05577464774250984
1715809804.5185575,56,0.08072711527347565
1715809827.6467528,57,0.09203054755926132
1715809850.8434973,58,0.07849779725074768
1715809874.1392555,59,0.0726405456662178
1715809897.5946782,60,0.0723833292722702
1715809920.9118407,61,0.07836020737886429
1715809943.9103508,62,0.06608414649963379
1715809966.9839952,63,0.07907085120677948
1715809990.4654512,64,0.0695362463593483
1715810013.6917732,65,0.07560425251722336
1715810037.2591722,66,0.08634734898805618
1715810060.6987557,67,0.06751390546560287
1715810083.7500947,68,0.08262757211923599
1715810106.930885,69,0.06903641670942307
1715810130.0640137,70,0.062191225588321686
1715810153.2023997,71,0.058909181505441666
1715810176.318504,72,0.08218657970428467
1715810199.4825356,73,0.07219989597797394
1715810223.040575,74,0.09481160342693329
1715810246.2683654,75,0.07961760461330414
1715810269.6960273,76,0.07395908236503601
1715810292.9740918,77,0.07471148669719696
1715810316.6056497,78,0.07552481442689896
1715810339.959903,79,0.0790722519159317
1715810363.3086123,80,0.06600780785083771
1715810386.4803567,81,0.06468368321657181
1715810409.3657563,82,0.06881612539291382
1715810432.657913,83,0.07417658716440201
1715810455.7560754,84,0.0695406049489975
1715810479.0071301,85,0.07971439510583878
1715810502.1734083,86,0.06697932630777359
1715810525.3650372,87,0.07638900727033615
1715810548.5785067,88,0.058200668543577194
1715810571.5055552,89,0.08448541909456253
1715810594.9697812,90,0.06419822573661804
1715810618.2378662,91,0.10105859488248825
1715810641.3100324,92,0.08667062968015671
1715810664.4108348,93,0.08066462725400925
1715810687.5518131,94,0.07540849596261978
1715810710.9164734,95,0.06447569280862808
1715810734.202112,96,0.06862916797399521
1715810757.5727656,97,0.06281891465187073
1715810780.718645,98,0.06416203826665878
1715810804.0546515,99,0.0689263641834259
1715810827.1560032,100,0.0928007960319519
