Wall time,Step,Value
1715803651.6811357,1,2.492116689682007
1715803680.958566,2,1.5649995803833008
1715803710.0205271,3,1.3265641927719116
1715803739.4164183,4,1.1305588483810425
1715803768.4759295,5,1.0123193264007568
1715803797.8403924,6,0.9649225473403931
1715803826.790193,7,0.9705060124397278
1715803856.032062,8,0.851442813873291
1715803885.0839188,9,0.8625733852386475
1715803914.2885964,10,0.7468807101249695
1715803943.5605743,11,0.729754626750946
1715803972.7147593,12,0.6803688406944275
1715804001.7690358,13,0.6595170497894287
1715804031.0559056,14,0.6448510885238647
1715804059.9773,15,0.6423139572143555
1715804088.9039683,16,0.6391345262527466
1715804118.3168366,17,0.6361254453659058
1715804147.186504,18,0.6661069989204407
1715804176.1254478,19,0.6411145329475403
1715804205.3313236,20,0.6695141792297363
1715804234.5078547,21,0.6365067362785339
1715804263.8207097,22,0.641666054725647
1715804292.9063506,23,0.6478281021118164
1715804321.8154724,24,0.6390696167945862
1715804351.0802407,25,0.6328513026237488
1715804380.1801374,26,0.6561367511749268
1715804409.013489,27,0.6489484906196594
1715804438.2605588,28,0.6467906832695007
1715804467.3900487,29,0.6344791650772095
1715804496.5357943,30,0.6389501690864563
1715804525.5318174,31,0.6413487792015076
1715804554.8125827,32,0.6537399888038635
