Wall time,Step,Value
1715800202.7614172,1,4.210799694061279
1715800212.2944822,2,2.4450244903564453
1715800222.1703277,3,1.8232345581054688
1715800231.6142054,4,1.5626040697097778
1715800241.194668,5,1.420539140701294
1715800251.1477284,6,1.3126270771026611
1715800261.0610416,7,1.2420885562896729
1715800270.7500792,8,1.2472442388534546
1715800280.5059144,9,1.1562942266464233
1715800290.734157,10,1.0773024559020996
1715800300.1644518,11,1.387704610824585
1715800310.2243168,12,1.584255576133728
1715800319.4107215,13,0.9709888696670532
1715800328.5113199,14,0.9622752070426941
1715800337.5642262,15,1.3793120384216309
1715800346.6493824,16,1.0461156368255615
1715800355.7328072,17,0.9681252241134644
1715800364.7205772,18,0.8953999876976013
1715800373.8144767,19,0.8257549405097961
1715800382.8309612,20,0.8199730515480042
1715800391.9139514,21,0.8239389061927795
1715800401.0867987,22,0.7864740490913391
1715800410.414165,23,0.7719350457191467
1715800419.5759723,24,0.9022819995880127
1715800428.7452703,25,0.7406251430511475
1715800437.9303493,26,0.7364798188209534
1715800447.1104338,27,0.8040567636489868
1715800456.4933455,28,0.8205748200416565
1715800465.6510727,29,1.0818793773651123
1715800474.8084357,30,0.9712745547294617
1715800483.8097587,31,0.6764671802520752
1715800492.8208425,32,0.660544216632843
1715800502.0865042,33,0.6677836179733276
1715800511.2078524,34,0.6563036441802979
1715800520.6202505,35,0.6412389874458313
1715800529.6223724,36,0.6288052201271057
1715800538.7614048,37,0.984619677066803
1715800547.8043928,38,0.6622805595397949
1715800556.8680582,39,0.7350184917449951
1715800565.8930411,40,0.6036664247512817
1715800574.9186573,41,0.5949015021324158
1715800583.9226892,42,0.5940262675285339
1715800593.175679,43,0.5874157547950745
1715800602.3918316,44,0.5917795896530151
1715800611.502379,45,0.5864018201828003
1715800620.5555558,46,0.5846054553985596
1715800629.6879108,47,0.5922117233276367
1715800638.8104706,48,0.5895953178405762
1715800647.8349311,49,0.5899831056594849
1715800656.9912744,50,0.593894362449646
1715800666.0844054,51,0.5870593786239624
1715800675.166443,52,0.5917834043502808
1715800684.2829409,53,0.5831312537193298
1715800693.3252425,54,0.5914133787155151
1715800702.454206,55,0.589826226234436
1715800711.58948,56,0.59461909532547
1715800720.7067018,57,0.5843660831451416
1715800729.9432287,58,0.5848169326782227
1715800739.1107297,59,0.5934720635414124
1715800748.1995134,60,0.5958501100540161
1715800757.3484983,61,0.5870148539543152
1715800766.5138857,62,0.5891825556755066
1715800775.6009858,63,0.5931625962257385
1715800784.631819,64,0.5870537757873535
1715800793.7053614,65,0.5843405723571777
1715800802.9267292,66,0.579321026802063
1715800812.0483046,67,0.5990152359008789
1715800821.3444393,68,0.5869601368904114
1715800830.4458697,69,0.5939866900444031
1715800839.4795678,70,0.5841449499130249
1715800848.4679332,71,0.5816153287887573
1715800857.505455,72,0.5930582880973816
1715800866.6141107,73,0.581568717956543
1715800875.6760724,74,0.5899080038070679
1715800884.7389028,75,0.5886300802230835
1715800893.8064241,76,0.5794103741645813
1715800902.9701438,77,0.5827202796936035
1715800912.0273323,78,0.5879302024841309
1715800921.1337426,79,0.5860190391540527
1715800930.311371,80,0.5894063711166382
1715800939.4692862,81,0.5874987840652466
1715800948.6009722,82,0.5929781794548035
1715800957.8114674,83,0.5847071409225464
1715800966.9862545,84,0.5948858261108398
1715800976.0774813,85,0.5931919813156128
1715800985.1310751,86,0.593494176864624
1715800994.3431385,87,0.582062840461731
1715801003.8834991,88,0.5871978998184204
1715801012.9046082,89,0.5847280025482178
1715801022.03223,90,0.5818248987197876
1715801031.3063052,91,0.5728971362113953
1715801040.4130497,92,0.5935518741607666
1715801049.4668992,93,0.5882619023323059
1715801058.5248249,94,0.5800185203552246
1715801067.675756,95,0.584112823009491
1715801076.77672,96,0.5905454158782959
1715801085.8688188,97,0.586707353591919
1715801094.9225595,98,0.5902987718582153
1715801104.1166627,99,0.5801963806152344
1715801113.2511609,100,0.5857939720153809
