Wall time,Step,Value
1715813078.1883788,1,2.3937454223632812
1715813109.654071,2,1.2465157508850098
1715813140.8516622,3,1.0422981977462769
1715813172.1085796,4,0.9049927592277527
1715813203.1060262,5,0.8159332871437073
1715813234.6732695,6,0.7783271074295044
1715813265.8822963,7,0.8291042447090149
1715813296.9376938,8,0.7272600531578064
1715813328.335813,9,0.726373553276062
1715813359.6651676,10,0.8248974680900574
1715813390.7045987,11,0.5873985290527344
1715813421.7598894,12,0.5909847021102905
1715813453.3740396,13,0.79462069272995
1715813484.4230616,14,0.7212599515914917
1715813515.3226123,15,0.513174295425415
1715813546.704232,16,0.9468562006950378
1715813577.6568632,17,0.7942779064178467
1715813608.732581,18,0.5158706903457642
1715813640.0489042,19,0.4205624461174011
1715813671.1515605,20,0.419961541891098
1715813702.352567,21,0.3719932436943054
1715813733.6995206,22,0.36993953585624695
1715813764.9891324,23,0.3837521970272064
1715813796.1783412,24,0.3784215450286865
1715813827.5258746,25,0.3774205148220062
1715813858.74805,26,0.3566245138645172
1715813889.6926036,27,0.34670743346214294
1715813921.2603655,28,0.3779999017715454
1715813952.644852,29,0.35651180148124695
1715813983.7917197,30,0.3524896204471588
1715814014.898429,31,0.3856845498085022
1715814046.0593545,32,0.3546152412891388
1715814077.3140702,33,0.35743772983551025
1715814108.4780538,34,0.36589163541793823
1715814139.9018803,35,0.35122308135032654
1715814171.4554813,36,0.3822113275527954
1715814202.3828213,37,0.3453253209590912
1715814233.593369,38,0.3523327112197876
1715814264.7082675,39,0.3714372217655182
1715814296.0591002,40,0.39060214161872864
1715814327.2752333,41,0.3646422028541565
1715814358.2397392,42,0.36229774355888367
1715814389.384901,43,0.37834689021110535
1715814420.488068,44,0.35262277722358704
1715814451.7875419,45,0.37530961632728577
1715814482.8899002,46,0.37594249844551086
1715814514.24232,47,0.36246979236602783
1715814545.6833189,48,0.3538073003292084
1715814576.8670743,49,0.3684486448764801
1715814608.1349854,50,0.369131475687027
1715814639.2034829,51,0.37292999029159546
1715814670.2467833,52,0.3531751334667206
1715814701.4716148,53,0.357170432806015
1715814732.6830592,54,0.3877906799316406
1715814763.6873784,55,0.3686596155166626
1715814795.0121179,56,0.3651135563850403
1715814826.3957458,57,0.36223137378692627
1715814857.6498966,58,0.36963778734207153
1715814888.83174,59,0.38055703043937683
1715814920.0560038,60,0.35941779613494873
1715814951.4305236,61,0.38169434666633606
1715814982.4417567,62,0.39433833956718445
1715815013.4690776,63,0.3609415590763092
1715815044.718813,64,0.3771349787712097
