Wall time,Step,Value
1715801185.156544,1,3.133090019226074
1715801206.645066,2,1.7583863735198975
1715801228.2327974,3,1.382790446281433
1715801249.614452,4,1.2160784006118774
1715801270.9571054,5,1.1080090999603271
1715801292.5154026,6,1.0447759628295898
1715801313.962181,7,1.0057322978973389
1715801335.3713589,8,0.943524181842804
1715801356.725219,9,0.9232593774795532
1715801378.3349779,10,0.8704956769943237
1715801399.6122174,11,0.8620055913925171
1715801421.0806067,12,0.8334413766860962
1715801442.3970287,13,0.8001652359962463
1715801463.9412308,14,0.7947512269020081
1715801485.4072623,15,0.7530187368392944
1715801506.777363,16,0.754610538482666
1715801528.1847465,17,0.7266275882720947
1715801549.5205698,18,0.7047818303108215
1715801571.244191,19,0.6992790102958679
1715801592.7526875,20,0.6775906682014465
1715801614.200303,21,0.648487389087677
1715801635.69819,22,0.6441094875335693
1715801657.3640249,23,0.6139192581176758
1715801678.6664712,24,0.6153786182403564
1715801700.2128332,25,0.602871835231781
1715801721.7480826,26,0.5793987512588501
1715801743.3319485,27,0.5510362386703491
1715801765.1599038,28,0.5728362202644348
1715801786.7001503,29,0.571894109249115
1715801808.4752166,30,0.5837851166725159
1715801830.294238,31,0.5692583918571472
1715801852.0687487,32,0.5715433359146118
1715801873.9045832,33,0.561924159526825
1715801895.786681,34,0.5541588068008423
1715801917.3599286,35,0.5750579237937927
1715801939.1530383,36,0.5650957822799683
1715801960.8837166,37,0.581667423248291
1715801982.5237,38,0.568371057510376
1715802004.127098,39,0.5686996579170227
1715802025.6834762,40,0.5616936683654785
1715802047.3350723,41,0.570345401763916
1715802068.661178,42,0.5736391544342041
1715802090.2448485,43,0.5644704699516296
1715802111.7485497,44,0.5697648525238037
1715802133.0750406,45,0.5843420028686523
1715802154.5959508,46,0.5728146433830261
1715802176.1758795,47,0.5595009922981262
1715802197.8097355,48,0.5648983120918274
1715802219.2800703,49,0.5593008399009705
1715802240.4345586,50,0.5372894406318665
1715802261.6872425,51,0.5486928820610046
1715802283.0094695,52,0.5637041330337524
1715802304.4730663,53,0.568192720413208
1715802325.8634088,54,0.552976667881012
1715802347.0409195,55,0.5683756470680237
1715802368.3208542,56,0.5644785761833191
1715802389.933058,57,0.5719069242477417
1715802411.3254826,58,0.5738536715507507
1715802432.998178,59,0.5667215585708618
1715802454.34928,60,0.5696358680725098
1715802475.8085914,61,0.5603333711624146
1715802497.467765,62,0.5808130502700806
1715802518.9589303,63,0.5761702060699463
1715802540.4969125,64,0.5557205080986023
1715802561.9726617,65,0.5547864437103271
1715802583.368352,66,0.5614868402481079
1715802604.6870568,67,0.5662562251091003
1715802626.1928868,68,0.5706167817115784
1715802647.685284,69,0.576122522354126
1715802669.2151728,70,0.5727765560150146
1715802690.7945871,71,0.5594209432601929
1715802712.4388678,72,0.5589972734451294
1715802733.8764863,73,0.5696682929992676
1715802755.512869,74,0.5689348578453064
1715802776.9379768,75,0.5559420585632324
1715802798.2721457,76,0.5785465240478516
1715802819.538905,77,0.5767152905464172
1715802840.8016932,78,0.563056230545044
1715802862.259316,79,0.5511453151702881
1715802883.816928,80,0.562827467918396
1715802905.12103,81,0.5586504340171814
1715802926.3362217,82,0.5580599904060364
1715802947.7200713,83,0.573601245880127
1715802969.2256465,84,0.5610044598579407
1715802990.5803208,85,0.5708475708961487
1715803011.5996163,86,0.5645270347595215
1715803032.913574,87,0.5641912817955017
1715803054.3056803,88,0.5586968064308167
1715803075.4712558,89,0.5589486360549927
1715803096.9175856,90,0.577538013458252
1715803118.2967548,91,0.5685709714889526
1715803139.7486846,92,0.5901530981063843
1715803161.359741,93,0.5799688696861267
1715803182.6971345,94,0.5651792287826538
1715803204.179612,95,0.5709186792373657
1715803225.5003705,96,0.5645384192466736
1715803246.7357259,97,0.5558416247367859
1715803267.8660212,98,0.5545119643211365
1715803288.9606407,99,0.5623088479042053
1715803310.3486328,100,0.5615178942680359
